title,rent_type,district,sub_district,community,area,orientation,bedrooms,living_rooms,bathrooms,tags,platform,price
整租·中国铁建原香汇 2房间 西,整租,房山,燕山,中国铁建原香汇,41.61,41.61㎡,,,,官方核验|集中供暖,链家,1370
整租·华润悦景湾 4房间 东南,整租,门头沟,上岸地铁,华润悦景湾,68.0,68.00㎡,,,,官方核验|近地铁|精装|集中供暖|双卫生间|随时看房,链家,4000
整租·远洋山水 1室1厅 南,整租,石景山,鲁谷,远洋山水,61.0,61.00㎡,1.0,1.0,1.0,官方核验|精装|集中供暖|随时看房,链家,4700
整租·供电局良乡家属院 2室1厅 南/北,整租,房山,良乡,供电局良乡家属院,49.7,49.70㎡,2.0,1.0,1.0,官方核验|集中供暖|随时看房,链家,1900
整租·天通西苑一区 4室2厅 复式 南/北,整租,昌平,天通苑,天通西苑一区,186.44,186.44㎡,4.0,2.0,2.0,官方核验|精装|集中供暖|双卫生间,链家,9800
整租·港馨家园西区 2室1厅 南,整租,顺义,顺义城,港馨家园西区,91.0,91.00㎡,2.0,1.0,1.0,官方核验|精装|集中供暖|随时看房,链家,2300
整租·丰益花园西区 3室1厅 东北,整租,丰台,丽泽,丰益花园西区,111.0,111.00㎡,3.0,1.0,1.0,官方核验|近地铁|随时看房,链家,7800
整租·梨园东里 1室1厅 南,整租,通州,梨园,梨园东里,55.08,通州-梨园-梨园东里,1.0,1.0,1.0,公寓|精装|集中供暖|押一付一|随时看房,自如,3660
整租·天坛东里中区 2室1厅 南/北,整租,东城,天坛,天坛东里中区,48.74,48.74㎡,2.0,1.0,1.0,官方核验|近地铁|精装|集中供暖,链家,5800
整租·华英园 3室2厅 南/北,整租,顺义,顺义其它,华英园,145.22,145.22㎡,3.0,2.0,2.0,官方核验|近地铁|集中供暖|押一付一|双卫生间,链家,4100
整租·北京像素北区 3房间 东北,整租,朝阳,常营,北京像素北区,40.35,40.35㎡,,,,官方核验|精装|集中供暖|双卫生间,链家,4500
整租·新文化街 3室1厅 南/北,整租,西城,金融街,新文化街,75.0,75.00㎡,3.0,1.0,1.0,官方核验|近地铁|精装|集中供暖,链家,12000
整租·唐家岭新城 2室1厅 南,整租,海淀,海淀北部新区,唐家岭新城,54.54,海淀-海淀北部新区-唐家岭新城,2.0,1.0,1.0,公寓|精装|押一付一|随时看房,自如,5930
整租·官书院 4室2厅 南/北,整租,东城,安定门,官书院,142.0,142.00㎡,4.0,2.0,2.0,官方核验|近地铁|精装|集中供暖|双卫生间,链家,18000
整租·紫金新园三区 1室0厅 东/南,整租,门头沟,石门营,紫金新园三区,46.0,46.00㎡,1.0,0.0,1.0,官方核验|精装|集中供暖,链家,2600
整租·龙府花园 3室2厅 南/北,整租,顺义,顺义城,龙府花园,140.0,140.00㎡,3.0,2.0,2.0,官方核验|精装|集中供暖|双卫生间,链家,4200
整租·水岸温泉 2室1厅 南,整租,海淀,海淀北部新区,水岸温泉,89.49,海淀-海淀北部新区-水岸温泉,2.0,1.0,1.0,公寓|精装|押一付一|随时看房,自如,6290
整租·天秀花园古月园 2室1厅 南/北,整租,海淀,马连洼,天秀花园古月园,90.0,90.00㎡,2.0,1.0,1.0,官方核验|精装|随时看房,链家,7000
整租·首座御园一期 3室2厅 复式 南/北,整租,大兴,枣园,首座御园一期,92.2,92.20㎡,3.0,2.0,2.0,官方核验|集中供暖|双卫生间|随时看房,链家,4500
整租·7克拉 2房间 南/北,整租,丰台,马家堡,7克拉,72.7,72.70㎡,,,,官方核验|精装|集中供暖|随时看房,链家,5300
整租·五和万科长阳天地 4房间 东/南,整租,房山,长阳,五和万科长阳天地,78.0,78.00㎡,,,,官方核验|精装|集中供暖|双卫生间|随时看房,链家,3300
整租·国仕汇 2室1厅 南,整租,昌平,回龙观,国仕汇,74.0,74.00㎡,2.0,1.0,1.0,官方核验|精装|随时看房,链家,5300
整租·北纬40度一期 2室1厅 南,整租,朝阳,望京,北纬40度一期,86.7,86.70㎡,2.0,1.0,1.0,官方核验|近地铁|精装|集中供暖|随时看房,链家,7800
整租·阜成门外大街 2室1厅 西北,整租,西城,月坛,阜成门外大街,46.7,46.70㎡,2.0,1.0,1.0,新上|公寓|近地铁|精装|集中供暖|押一付一,自如,7160
整租·保利百合 2室1厅 南,整租,丰台,丽泽,保利百合,79.67,79.67㎡,2.0,1.0,1.0,官方核验|精装|集中供暖|随时看房,链家,7200
整租·韩建青春誌 2室1厅 南/北,整租,房山,良乡,韩建青春誌,66.0,66.00㎡,2.0,1.0,1.0,官方核验|精装|随时看房,链家,2800
整租·首座御园一期 2室2厅 南/北,整租,大兴,枣园,首座御园一期,76.0,76.00㎡,2.0,2.0,1.0,官方核验|集中供暖|随时看房,链家,3500
整租·壹线国际 3室1厅 南/北,整租,朝阳,四惠,壹线国际,104.39,104.39㎡,3.0,1.0,1.0,官方核验|近地铁|精装|集中供暖|随时看房,链家,7600
整租·朝新嘉园东里四区 1室1厅 南,整租,朝阳,东坝,朝新嘉园东里四区,65.05,65.05㎡,1.0,1.0,1.0,公寓|近地铁|精装|集中供暖|押一付一|随时看房,自如,5690
整租·造甲南里 2室1厅 北,整租,丰台,玉泉营,造甲南里,51.83,51.83㎡,2.0,1.0,1.0,公寓|精装|集中供暖|押一付一|随时看房,自如,5090
整租·望京新城 2室1厅 东北,整租,朝阳,望京,望京新城,91.62,91.62㎡,2.0,1.0,1.0,公寓|月租|精装|集中供暖|押一付一|随时看房,自如,8160
整租·大成郡 2室1厅 西南,整租,丰台,岳各庄,大成郡,109.0,109.00㎡,2.0,1.0,1.0,官方核验|精装|随时看房,链家,9000
整租·星河城东区 2室1厅 东,整租,丰台,马家堡,星河城东区,49.4,49.40㎡,2.0,1.0,1.0,公寓|近地铁|精装|集中供暖|押一付一|随时看房,自如,6490
整租·新文化街 3室1厅 南,整租,西城,金融街,新文化街,59.4,59.40㎡,3.0,1.0,1.0,公寓|精装|集中供暖|押一付一|随时看房,自如,12530
整租·吴家村路10号院 1室1厅 南/北,整租,海淀,六里桥,吴家村路10号院,53.4,53.40㎡,1.0,1.0,1.0,官方核验|精装|集中供暖|随时看房,链家,4600
整租·四平园 1室1厅 南,整租,西城,陶然亭,四平园,48.26,48.26㎡,1.0,1.0,1.0,官方核验|集中供暖|随时看房,链家,4500
整租·山水文园五期 6室2厅 跃层 南/西/北,整租,朝阳,十里河,山水文园五期,342.96,342.96㎡,6.0,2.0,4.0,官方核验|精装|集中供暖,链家,50000
整租·红庙北里 1室1厅 南,整租,朝阳,红庙,红庙北里,49.56,朝阳-红庙-红庙北里,1.0,1.0,1.0,公寓|月租|精装|集中供暖|押一付一|随时看房,自如,5785
整租·远洋沁山水上品 4室2厅 西南,整租,石景山,鲁谷,远洋沁山水上品,179.26,179.26㎡,4.0,2.0,2.0,官方核验|精装|集中供暖|双卫生间|随时看房,链家,23000
整租·泉河园二区 3室1厅 南/北,整租,怀柔,怀柔,泉河园二区,97.0,97.00㎡,3.0,1.0,1.0,官方核验|集中供暖,链家,3500
整租·麓秀佳园 3室2厅 南/北,整租,密云,溪翁庄镇,麓秀佳园,114.98,114.98㎡,3.0,2.0,2.0,官方核验|集中供暖|双卫生间|随时看房,链家,1500
整租·北京ONE 2室1厅 东,整租,通州,万达,北京ONE,100.2,100.20㎡,2.0,1.0,1.0,官方核验|精装|随时看房,链家,5800
整租·双惠苑6号院 1室1厅 东/西,整租,朝阳,双桥,双惠苑6号院,58.65,58.65㎡,1.0,1.0,1.0,官方核验|近地铁|随时看房,链家,3800
整租·梨园东里 1室1厅 南,整租,通州,梨园,梨园东里,55.08,通州-梨园-梨园东里,1.0,1.0,1.0,公寓|精装|集中供暖|押一付一|随时看房,自如,3660
整租·西山壹号院北区 4室3厅 跃层 南/北,整租,海淀,西北旺,西山壹号院北区,438.35,438.35㎡,4.0,3.0,3.0,官方核验|集中供暖|随时看房,链家,40000
整租·南十里居 2室1厅 南,整租,朝阳,朝阳公园,南十里居,53.2,朝阳-朝阳公园-南十里居,2.0,1.0,1.0,公寓|精装|押一付一|随时看房,自如,6330
整租·弗农小镇 3室1厅 南/北,整租,密云,溪翁庄镇,弗农小镇,97.96,97.96㎡,3.0,1.0,1.0,官方核验|精装,链家,3000
整租·水岸温泉 2室1厅 南,整租,海淀,海淀北部新区,水岸温泉,89.49,海淀-海淀北部新区-水岸温泉,2.0,1.0,1.0,公寓|精装|押一付一|随时看房,自如,6290
整租·首创禧瑞山 3室2厅 南/北,整租,顺义,马坡,首创禧瑞山,78.74,78.74㎡,3.0,2.0,2.0,官方核验|集中供暖|双卫生间,链家,10000
整租·建外soho东区 1室1厅 复式 西/北,整租,朝阳,CBD,建外soho东区,247.7,247.70㎡,1.0,1.0,2.0,官方核验|近地铁|精装|集中供暖|双卫生间,链家,45000
整租·绿地花都苑 5室3厅 南/北,整租,房山,长阳,绿地花都苑,132.0,132.00㎡,5.0,3.0,2.0,官方核验|集中供暖|双卫生间|随时看房,链家,8000
整租·瑞安君汇 3室2厅 东/南/北,整租,朝阳,三里屯,瑞安君汇,224.27,224.27㎡,3.0,2.0,2.0,官方核验|精装|集中供暖|双卫生间,链家,46000
整租·丰侨公寓 1室0厅 西,整租,西城,金融街,丰侨公寓,89.22,89.22㎡,1.0,0.0,1.0,官方核验|精装|集中供暖,链家,14900
整租·金地国际花园 2室2厅 南/北,整租,朝阳,CBD,金地国际花园,133.66,133.66㎡,2.0,2.0,2.0,官方核验|近地铁|精装|集中供暖|双卫生间|随时看房,链家,16500
整租·悠乐汇 1房间 东北,整租,朝阳,望京,悠乐汇,125.34,125.34㎡,,,,官方核验|近地铁|精装|集中供暖,链家,16800
整租·星河城东区 2室1厅 东,整租,丰台,马家堡,星河城东区,49.4,49.40㎡,2.0,1.0,1.0,公寓|近地铁|精装|集中供暖|押一付一|随时看房,自如,6490
整租·优山美地D区 5室2厅 复式 东/南/北,整租,顺义,中央别墅区,优山美地D区,389.63,389.63㎡,5.0,2.0,5.0,官方核验|精装,链家,65000
整租·阜成门外大街 2室1厅 西北,整租,西城,月坛,阜成门外大街,46.7,46.70㎡,2.0,1.0,1.0,新上|公寓|近地铁|精装|集中供暖|押一付一,自如,7160
整租·北京像素北区 3房间 东南,整租,朝阳,常营,北京像素北区,60.0,60.00㎡,,,,官方核验|精装|集中供暖,链家,5300
整租·东辰小区 2室1厅 东,整租,昌平,立水桥,东辰小区,83.42,83.42㎡,2.0,1.0,1.0,公寓|月租|精装|集中供暖|押一付一|随时看房,自如,5430
整租·纽约豪园 3室2厅 东南,整租,朝阳,红庙,纽约豪园,190.05,190.05㎡,3.0,2.0,2.0,官方核验|精装|集中供暖|双卫生间,链家,26000
整租·万寿路12号院 2室1厅 南/北,整租,海淀,公主坟,万寿路12号院,58.0,58.00㎡,2.0,1.0,1.0,官方核验|近地铁|集中供暖|随时看房,链家,6600
整租·冠英园小区 2室2厅 南/北,整租,西城,官园,冠英园小区,110.0,110.00㎡,2.0,2.0,2.0,官方核验|近地铁|精装|集中供暖|双卫生间,链家,16500
整租·东风苑小区5号院 2室1厅 北,整租,朝阳,朝阳公园,东风苑小区5号院,79.7,79.70㎡,2.0,1.0,1.0,公寓|精装|集中供暖|押一付一|随时看房,自如,7390
整租·天恒旭辉7号院 7房间 南/北,整租,大兴,大兴新机场,天恒旭辉7号院,210.0,210.00㎡,,,,官方核验|双卫生间|随时看房,链家,7400
整租·紫熙台 7房间 南/西/北,整租,丰台,岳各庄,紫熙台,253.0,253.00㎡,,,,官方核验|精装|集中供暖|双卫生间,链家,28000
"独栋·安家和美 大屯路东地铁站店 无中介，整租独卫浴，可做饭,当天看，当天住 1室1厅",整租,,,,40.0,40.00㎡,1.0,1.0,1.0,独栋公寓|月租|近地铁|精装|有阳台|开放厨房,安家和美,3700
整租·古城西路 2室1厅 东/西,整租,石景山,古城,古城西路,55.0,55.00㎡,2.0,1.0,1.0,官方核验|精装|集中供暖|随时看房,链家,3700
整租·泰禾西府玉苑 1室1厅 西,整租,丰台,丽泽,泰禾西府玉苑,57.39,57.39㎡,1.0,1.0,1.0,官方核验|近地铁|精装|集中供暖,链家,5500
独栋·远亲近邻 轻遇HOME 星空文娱店 星空文娱一居室包物业取暖 1室1厅,其他,,,,35.0,35.00㎡,1.0,1.0,1.0,独栋公寓|月租|近地铁|精装|开放厨房,远亲近邻,3800
独栋·芒果社区 250号店 整租 特价精装大开间 家具家电齐全 押一付一 拎包入住 开间,整租,,,,25.0,25.00㎡,1.0,0.0,1.0,独栋公寓|月租|近地铁|精装|开放厨房,芒果社区,1700
独栋·安家和美 广安门店 物业直租，可月付，精装外窗，随时看。 1室1厅,其他,,,,24.0,24.00㎡,1.0,1.0,1.0,独栋公寓|月租|精装|开放厨房,安家和美,3200
整租·珠江国际城一区 3室1厅 东/南/西/北,整租,通州,潞苑,珠江国际城一区,122.04,122.04㎡,3.0,1.0,2.0,官方核验|双卫生间|随时看房,链家,5500
独栋·安家和美 广安门店 店长力推，精装loft，可月付，看房随时，拎包住。 1室1厅,其他,,,,24.0,24.00㎡,1.0,1.0,1.0,独栋公寓|月租|精装|开放厨房,安家和美,3200
独栋·安家和美 马泉营地铁站店 马泉营地铁口好房 无中介 独立卫浴 1室1厅,其他,,,,28.0,28.00㎡,1.0,1.0,1.0,独栋公寓|月租|近地铁|精装|开放厨房,安家和美,3200
整租·中海首开拾光里 4室1厅 复式 南/北,整租,朝阳,中央别墅区,中海首开拾光里,230.0,230.00㎡,4.0,1.0,3.0,官方核验|精装|随时看房,链家,10000
整租·宁馨苑 3室2厅 南/北,整租,昌平,东关,宁馨苑,135.24,135.24㎡,3.0,2.0,2.0,官方核验|近地铁|精装|集中供暖|双卫生间,链家,6000
整租·云景西里南区 2室1厅 南/北,整租,通州,梨园,云景西里南区,57.15,57.15㎡,2.0,1.0,1.0,官方核验|集中供暖,链家,3300
整租·亚澜湾 5室3厅 复式 南/西/北,整租,密云,鼓楼街道,亚澜湾,192.53,192.53㎡,5.0,3.0,3.0,官方核验|精装|随时看房,链家,10000
整租·加州水郡三期 2室1厅 东,整租,房山,长阳,加州水郡三期,91.0,91.00㎡,2.0,1.0,1.0,官方核验|随时看房,链家,2900
整租·FCC中央城 4房间 西南,整租,房山,长阳,FCC中央城,68.97,68.97㎡,,,,官方核验|精装|集中供暖|双卫生间|随时看房,链家,4500
整租·北京尊府 3室2厅 南/北,整租,西城,金融街,北京尊府,183.55,183.55㎡,3.0,2.0,2.0,官方核验|近地铁|精装|集中供暖|双卫生间,链家,47000
整租·河和居 4房间 东/北,整租,通州,通州北苑,河和居,57.0,57.00㎡,,,,官方核验|近地铁|精装|集中供暖|双卫生间|随时看房,链家,4700
整租·东恒时代三期 1室1厅 东,整租,朝阳,四惠,东恒时代三期,95.0,95.00㎡,1.0,1.0,2.0,官方核验|精装|集中供暖|双卫生间|随时看房,链家,6500
整租·陶然北岸 3室2厅 西南,整租,西城,陶然亭,陶然北岸,150.0,150.00㎡,3.0,2.0,2.0,官方核验|精装|集中供暖|双卫生间,链家,20200
整租·湖光壹号 3室2厅 南/北,整租,朝阳,望京,湖光壹号,184.72,184.72㎡,3.0,2.0,3.0,官方核验|近地铁|精装|集中供暖|随时看房,链家,25000
独栋·方隅服务公寓 北京大兴未来云城2店 公寓直租免租3个月 4号线地铁口 免费健身房！ 无中介费 押一付一 1室1厅,其他,,,,27.0,27.00㎡,1.0,1.0,1.0,独栋公寓|近地铁|精装|押一付一,方隅服务公寓,3900
独栋·方隅服务公寓 北京大兴未来云城2店 距离地铁581米  公寓直租  免费健身房 泳池  无中介费 1室1厅,其他,,,,27.0,27.00㎡,1.0,1.0,1.0,独栋公寓|近地铁|精装|有阳台|开放厨房|押一付一,方隅服务公寓,3820
整租·建西苑南里 2室1厅 东/西,整租,海淀,田村,建西苑南里,77.09,77.09㎡,2.0,1.0,1.0,官方核验|精装|集中供暖|随时看房,链家,4700
整租·中海九号公馆三区 3室2厅 南/北,整租,丰台,科技园区,中海九号公馆三区,172.0,172.00㎡,3.0,2.0,3.0,官方核验|近地铁|精装|集中供暖|随时看房,链家,21000
整租·满庭芳园 3室1厅 东北,整租,海淀,双榆树,满庭芳园,97.0,97.00㎡,3.0,1.0,1.0,官方核验|精装|集中供暖|随时看房,链家,9600
整租·北京城建兴悦居 3室1厅 东/西,整租,大兴,瀛海,北京城建兴悦居,85.0,85.00㎡,3.0,1.0,1.0,官方核验|近地铁|精装|集中供暖|随时看房,链家,4500
整租·樱花园三区 2室1厅 南/北,整租,顺义,李桥,樱花园三区,99.0,99.00㎡,2.0,1.0,1.0,官方核验|集中供暖,链家,2750
独栋·方隅服务公寓 北京大兴未来云城2店 双十一免租3个月，距离地铁581米 步行8分钟，首月租金千元起  方隅实墙精装 1室1厅,其他,,,,27.0,27.00㎡,1.0,1.0,1.0,独栋公寓|近地铁|精装|押一付一,方隅服务公寓,3950
独栋·方隅服务公寓 北京大兴未来云城2店 方隅公寓 高档社区 宠物友好 地铁581米步行8分钟 押一付一无中介 1室1厅,其他,,,,27.0,27.00㎡,1.0,1.0,1.0,独栋公寓|近地铁|精装|开放厨房|押一付一,方隅服务公寓,3950
整租·华龙美晟 3室2厅 南/西,整租,东城,永定门,华龙美晟,136.32,136.32㎡,3.0,2.0,2.0,官方核验|精装|双卫生间|随时看房,链家,9500
整租·西环里 2室1厅 南/北,整租,昌平,西关环岛,西环里,81.0,81.00㎡,2.0,1.0,1.0,官方核验|集中供暖,链家,3500
整租·北京时代广场 2房间 西南,整租,房山,良乡,北京时代广场,40.0,40.00㎡,,,,官方核验|近地铁|集中供暖|随时看房,链家,2100
整租·奥森春晓 4室2厅 南/北,整租,昌平,回龙观,奥森春晓,131.33,131.33㎡,4.0,2.0,2.0,官方核验|近地铁|精装|集中供暖|双卫生间|随时看房,链家,7800
整租·珠江骏景北区 1室1厅 北,整租,丰台,大红门,珠江骏景北区,52.13,丰台-大红门-珠江骏景北区,1.0,1.0,1.0,公寓|精装|集中供暖|押一付一|随时看房,自如,4830
整租·FCC中央城 4房间 西,整租,房山,长阳,FCC中央城,78.71,78.71㎡,,,,官方核验|近地铁|精装|集中供暖|双卫生间|随时看房,链家,4800
整租·彩虹嘉园 2室1厅 南,整租,丰台,五里店,彩虹嘉园,88.26,丰台-五里店-彩虹嘉园,2.0,1.0,1.0,公寓|精装|集中供暖|押一付一|随时看房,自如,6090
整租·宝星国际二期 1室1厅 西南,整租,朝阳,望京,宝星国际二期,63.3,朝阳-望京-宝星国际二期,1.0,1.0,1.0,公寓|精装|押一付一|随时看房,自如,7960
整租·新起点嘉园 2室1厅 南,整租,海淀,万柳,新起点嘉园,124.51,海淀-万柳-新起点嘉园,2.0,1.0,1.0,公寓|近地铁|精装|集中供暖|押一付一|随时看房,自如,12660
整租·新金山公寓 1室1厅 东,整租,朝阳,朝阳门外,新金山公寓,58.24,58.24㎡,1.0,1.0,1.0,官方核验|近地铁|集中供暖,链家,7500
整租·北京悦府 4室2厅 南/北,整租,丰台,右安门外,北京悦府,157.0,157.00㎡,4.0,2.0,2.0,官方核验|近地铁|精装|双卫生间,链家,28000
整租·金通阳光苑北区 3室1厅 北,整租,丰台,青塔,金通阳光苑北区,79.19,丰台-青塔-金通阳光苑北区,3.0,1.0,1.0,公寓|精装|集中供暖|押一付一|随时看房,自如,6029
整租·世纪金色嘉园 1室1厅 西,整租,丰台,北京南站,世纪金色嘉园,26.03,26.03㎡,1.0,1.0,1.0,公寓|近地铁|精装|押一付一|随时看房,自如,3760
整租·柳林馆 2室1厅 南,整租,海淀,公主坟,柳林馆,63.4,63.40㎡,2.0,1.0,1.0,官方核验|近地铁|集中供暖,链家,8000
整租·豪柏大厦 4室2厅 东南,整租,海淀,紫竹桥,豪柏大厦,210.42,210.42㎡,4.0,2.0,1.0,官方核验|集中供暖,链家,23000
整租·蔚雲府 2房间 南,整租,昌平,鼓楼大街,蔚雲府,59.33,59.33㎡,,,,公寓|月租|精装|集中供暖|押一付一|随时看房,自如,3830
整租·优士阁 3室1厅 东南,整租,朝阳,劲松,优士阁,93.6,93.60㎡,3.0,1.0,1.0,官方核验|集中供暖|随时看房,链家,9500
整租·西坝河东里 2室1厅 南,整租,朝阳,西坝河,西坝河东里,54.06,54.06㎡,2.0,1.0,1.0,公寓|精装|集中供暖|押一付一|随时看房,自如,6190
整租·泰和宜园 1室1厅 南,整租,顺义,马坡,泰和宜园,60.84,60.84㎡,1.0,1.0,1.0,官方核验|精装|集中供暖,链家,2300
整租·龙山华府 3室1厅 南,整租,昌平,南邵,龙山华府,102.0,102.00㎡,3.0,1.0,1.0,官方核验|集中供暖|随时看房,链家,4300
整租·西局欣园南区 2室1厅 南,整租,丰台,七里庄,西局欣园南区,153.72,153.72㎡,2.0,1.0,2.0,公寓|近地铁|精装|押一付一|双卫生间|随时看房,自如,10390
整租·霞光里35号院 2室1厅 南,整租,朝阳,燕莎,霞光里35号院,54.65,54.65㎡,2.0,1.0,1.0,公寓|月租|精装|集中供暖|押一付一|随时看房,自如,7089
整租·莲花小区 3室1厅 南/北,整租,海淀,六里桥,莲花小区,148.92,148.92㎡,3.0,1.0,2.0,官方核验|近地铁|精装|集中供暖|双卫生间|随时看房,链家,12000
整租·中粮祥云国际生活区北区 7室3厅 复式 南/西/北,整租,顺义,后沙峪,中粮祥云国际生活区北区,275.36,275.36㎡,7.0,3.0,5.0,官方核验|精装,链家,60000
整租·中建国际城 3室2厅 南/北,整租,顺义,顺义城,中建国际城,97.0,97.00㎡,3.0,2.0,1.0,官方核验|精装|集中供暖|随时看房,链家,4600
整租·芳草园别墅 8室2厅 南/北,整租,通州,通州其它,芳草园别墅,244.8,244.80㎡,8.0,2.0,4.0,官方核验|精装|集中供暖,链家,15300
整租·大悦城公寓 2房间 东北,整租,朝阳,朝青,大悦城公寓,92.43,92.43㎡,,,,官方核验|近地铁|精装|集中供暖,链家,8600
整租·太平桥小区 2室1厅 南,整租,丰台,太平桥,太平桥小区,58.4,58.40㎡,2.0,1.0,1.0,公寓|月租|精装|集中供暖|押一付一|随时看房,自如,6660
整租·中粮祥云国际生活区中区 4室2厅 南/北,整租,顺义,后沙峪,中粮祥云国际生活区中区,224.0,224.00㎡,4.0,2.0,3.0,官方核验|精装,链家,17000
整租·新城阳光 2室1厅 南,整租,通州,梨园,新城阳光,81.47,81.47㎡,2.0,1.0,1.0,公寓|精装|集中供暖|押一付一|随时看房,自如,4690
整租·世界侨商中心 1室1厅 南,整租,通州,北关,世界侨商中心,64.08,64.08㎡,1.0,1.0,1.0,公寓|近地铁|精装|集中供暖|押一付一|随时看房,自如,4630
整租·太极小区 2室1厅 南,整租,海淀,二里庄,太极小区,57.0,海淀-二里庄-太极小区,2.0,1.0,1.0,公寓|精装|集中供暖|押一付一,自如,6930
整租·西山华府禧园 1室1厅 南,整租,海淀,马连洼,西山华府禧园,43.75,海淀-马连洼-西山华府禧园,1.0,1.0,1.0,公寓|近地铁|精装|集中供暖|押一付一,自如,7330
整租·住邦2000 1室1厅 南,整租,朝阳,四惠,住邦2000,128.5,128.50㎡,1.0,1.0,1.0,官方核验|近地铁|集中供暖|随时看房,链家,9000
整租·马坡花园二区 3室2厅 南/北,整租,顺义,马坡,马坡花园二区,125.31,125.31㎡,3.0,2.0,2.0,官方核验|精装|集中供暖|双卫生间,链家,4800
整租·五芳园 1室1厅 南,整租,石景山,鲁谷,五芳园,45.4,石景山-鲁谷-五芳园,1.0,1.0,1.0,新上|公寓|精装|集中供暖|押一付一,自如,4990
整租·里外里公寓 2室2厅 南,整租,朝阳,望京,里外里公寓,148.0,148.00㎡,2.0,2.0,2.0,官方核验|双卫生间,链家,12500
整租·永安东里 2室2厅 东/西,整租,海淀,定慧寺,永安东里,79.58,79.58㎡,2.0,2.0,1.0,官方核验|精装|集中供暖,链家,6900
整租·东方雅苑 1室1厅 北,整租,朝阳,大望路,东方雅苑,36.75,朝阳-大望路-东方雅苑,1.0,1.0,1.0,公寓|精装|集中供暖|押一付一|随时看房,自如,4930
整租·建新南区 2室1厅 南/北,整租,顺义,顺义城,建新南区,64.0,64.00㎡,2.0,1.0,1.0,官方核验|近地铁|集中供暖|随时看房,链家,2200
整租·柳浪家园北里 1室1厅 西,整租,海淀,马连洼,柳浪家园北里,48.75,海淀-马连洼-柳浪家园北里,1.0,1.0,1.0,公寓|精装|押一付一|随时看房,自如,5330
整租·天润别墅 4室3厅 东/南/北,整租,通州,潞苑,天润别墅,267.0,267.00㎡,4.0,3.0,3.0,官方核验|集中供暖|随时看房,链家,8500
整租·五福玲珑居北区 1室1厅 南,整租,海淀,四季青,五福玲珑居北区,57.32,57.32㎡,1.0,1.0,1.0,公寓|精装|押一付一|随时看房,自如,7030
整租·团结湖东里 2室1厅 西南,整租,朝阳,团结湖,团结湖东里,55.18,55.18㎡,2.0,1.0,1.0,官方核验|精装|集中供暖,链家,5700
整租·润枫嘉尚 1室1厅 东,整租,朝阳,石佛营,润枫嘉尚,39.63,39.63㎡,1.0,1.0,1.0,公寓|精装|集中供暖|押一付一|随时看房,自如,5090
整租·李村东里 2室1厅 南,整租,东城,永定门,李村东里,57.5,57.50㎡,2.0,1.0,1.0,公寓|精装|集中供暖|押一付一|随时看房,自如,6030
整租·裕龙二区 3室2厅 南/北,整租,顺义,顺义城,裕龙二区,136.17,136.17㎡,3.0,2.0,2.0,官方核验|集中供暖|双卫生间|随时看房,链家,4400
整租·远洋一方润园2号院 2室1厅 南,整租,朝阳,双桥,远洋一方润园2号院,64.73,64.73㎡,2.0,1.0,1.0,公寓|精装|押一付一|随时看房,自如,4660
整租·杨庄小区 3室1厅 南/北,整租,石景山,杨庄,杨庄小区,90.45,90.45㎡,3.0,1.0,1.0,官方核验|精装|集中供暖,链家,5200
整租·复兴路甲49号 1室1厅 南,整租,海淀,公主坟,复兴路甲49号,41.0,41.00㎡,1.0,1.0,1.0,公寓|月租|精装|集中供暖|押一付一|随时看房,自如,5310
整租·7克拉 3房间 复式 西,整租,丰台,马家堡,7克拉,31.99,31.99㎡,,,,官方核验|近地铁|集中供暖|双卫生间|随时看房,链家,7200
整租·时雨园 1室1厅 西北,整租,海淀,世纪城,时雨园,59.28,59.28㎡,1.0,1.0,1.0,官方核验|近地铁|集中供暖,链家,8500
整租·富力城B区 2室1厅 南,整租,朝阳,双井,富力城B区,120.13,120.13㎡,2.0,1.0,2.0,公寓|精装|集中供暖|押一付一|双卫生间|随时看房,自如,13460
整租·贵都国际 1室0厅 东/南,整租,西城,天宁寺,贵都国际,143.0,143.00㎡,1.0,0.0,0.0,官方核验,链家,16302
整租·芳群园三区 2室1厅 南,整租,丰台,方庄,芳群园三区,59.7,59.70㎡,2.0,1.0,1.0,公寓|精装|集中供暖|押一付一|随时看房,自如,6430
整租·万和风景 4室2厅 南/北,整租,密云,鼓楼街道,万和风景,330.0,330.00㎡,4.0,2.0,2.0,官方核验|精装|集中供暖|双卫生间,链家,5000
整租·安德路47号院 2室1厅 东/西,整租,东城,安定门,安德路47号院,55.57,55.57㎡,2.0,1.0,1.0,官方核验|近地铁|集中供暖,链家,6500
整租·水厂路 2室1厅 西北,整租,昌平,南口,水厂路,51.74,51.74㎡,2.0,1.0,1.0,官方核验|集中供暖,链家,1600
整租·融泽嘉园西二路6号院 2室1厅 南,整租,昌平,回龙观,融泽嘉园西二路6号院,87.45,87.45㎡,2.0,1.0,1.0,公寓|精装|集中供暖|押一付一|随时看房,自如,7630
整租·首创澜茵山三期 3室2厅 南/北,整租,密云,溪翁庄镇,首创澜茵山三期,100.67,100.67㎡,3.0,2.0,1.0,官方核验|精装|随时看房,链家,2500
整租·运乔嘉园 2室1厅 西南,整租,通州,乔庄,运乔嘉园,97.05,97.05㎡,2.0,1.0,1.0,公寓|月租|精装|押一付一|随时看房,自如,3860
