city,title,price,price_per_sqm,area,bedrooms,living_rooms,bathrooms,floor,total_floors,orientation,district,subway,agency,url,scrape_time,layout_type,orientation_clean,price_category,area_category,floor_category
上海,优质3居室,14693,67.25189815320408,136.3418126555214,1,2,1,21,15,东,武侯区,True,个人,https://example.com/listing/516,2025-12-11 20:56:45,1居,东,中高价,大户型,高楼层
成都,优质1居室,19047,285.196130125777,142.11649370009883,3,2,2,7,7,西,海淀区,False,个人,https://example.com/listing/517,2025-12-11 20:56:45,3居,西,高价,大户型,高楼层
成都,优质1居室,11324,176.73010949045866,139.97046534384793,1,1,1,14,24,西北,南山区,True,链家,https://example.com/listing/518,2025-12-11 20:56:45,1居,西北,中高价,大户型,中楼层
广州,优质3居室,2541,152.3530179542546,106.24972282342918,2,1,1,24,14,东北,朝阳区,False,链家,https://example.com/listing/519,2025-12-11 20:56:45,2居,东北,低价,较大,高楼层
深圳,优质3居室,7093,252.7196452519796,105.57847853216492,4,1,2,28,31,南,朝阳区,True,个人,https://example.com/listing/520,2025-12-11 20:56:45,四居及以上,南,中低价,较大,高楼层
北京,优质2居室,15428,258.956481977629,78.38527598205873,3,1,1,11,14,东,武侯区,False,链家,https://example.com/listing/521,2025-12-11 20:56:45,3居,东,中高价,中等,高楼层
深圳,优质3居室,13166,133.04775827890114,120.28774587645455,2,2,1,7,18,西,武侯区,False,我爱我家,https://example.com/listing/522,2025-12-11 20:56:45,2居,西,中高价,大户型,中楼层
广州,优质2居室,19251,223.40451436844882,93.75528220211183,3,2,2,25,16,东南,海淀区,True,麦田房产,https://example.com/listing/523,2025-12-11 20:56:45,3居,东南,高价,较大,高楼层
成都,优质3居室,18063,242.78070396297164,111.29256854739533,3,1,2,21,19,东,南山区,True,麦田房产,https://example.com/listing/524,2025-12-11 20:56:45,3居,东,高价,较大,高楼层
深圳,优质1居室,12258,213.66267171648863,81.41494846185546,2,2,2,10,14,西,海淀区,True,中原地产,https://example.com/listing/525,2025-12-11 20:56:45,2居,西,中高价,中等,高楼层
成都,优质2居室,18044,87.89876870002485,117.77957568517668,2,2,1,11,34,西,南山区,False,我爱我家,https://example.com/listing/526,2025-12-11 20:56:45,2居,西,高价,较大,中楼层
北京,优质2居室,7469,268.97077087926425,128.9365821125459,4,1,2,15,14,东南,天府新区,True,链家,https://example.com/listing/527,2025-12-11 20:56:45,四居及以上,东南,中低价,大户型,高楼层
成都,优质2居室,8256,184.77363818400218,47.572350792337936,3,2,2,19,30,西,朝阳区,True,链家,https://example.com/listing/528,2025-12-11 20:56:45,3居,西,中低价,小户型,中楼层
成都,优质1居室,12720,120.61810659250092,129.95156586890738,3,2,2,16,23,南北,海淀区,True,中原地产,https://example.com/listing/529,2025-12-11 20:56:45,3居,南北,中高价,大户型,中楼层
上海,优质1居室,3169,156.30704635942348,94.83558381483687,2,1,2,22,5,东,武侯区,True,中原地产,https://example.com/listing/530,2025-12-11 20:56:45,2居,东,低价,较大,高楼层
上海,优质1居室,2830,59.39277259972685,131.35990909082693,1,2,1,21,28,北,海淀区,True,链家,https://example.com/listing/531,2025-12-11 20:56:45,1居,北,低价,大户型,高楼层
上海,优质1居室,3651,81.96670030560439,81.75620476092175,2,2,2,28,33,北,天府新区,False,链家,https://example.com/listing/532,2025-12-11 20:56:45,2居,北,低价,中等,高楼层
成都,优质1居室,19520,241.3866876289652,75.4848582459642,3,2,1,20,30,东,海淀区,True,我爱我家,https://example.com/listing/533,2025-12-11 20:56:45,3居,东,高价,中等,中楼层
广州,优质2居室,11518,50.002908688841536,139.8072879020667,2,1,2,12,14,南,朝阳区,False,中原地产,https://example.com/listing/534,2025-12-11 20:56:45,2居,南,中高价,大户型,高楼层
成都,优质1居室,15258,154.14145712057305,60.14031210580816,4,1,1,18,6,东,天府新区,True,我爱我家,https://example.com/listing/535,2025-12-11 20:56:45,四居及以上,东,中高价,中等,高楼层
广州,优质2居室,18184,180.6275452713971,131.30547903433717,1,2,1,23,21,西南,武侯区,True,链家,https://example.com/listing/536,2025-12-11 20:56:45,1居,西南,高价,大户型,高楼层
广州,优质1居室,3019,63.65860500024307,88.08246870112849,2,2,1,13,34,西,武侯区,True,个人,https://example.com/listing/537,2025-12-11 20:56:45,2居,西,低价,中等,中楼层
上海,优质3居室,12028,293.2695407430832,91.69145310615116,4,2,2,5,28,东北,浦东新区,True,个人,https://example.com/listing/538,2025-12-11 20:56:45,四居及以上,东北,中高价,较大,低楼层
深圳,优质2居室,14448,106.53133281241799,67.01619377873809,3,1,1,4,11,东南,天府新区,False,链家,https://example.com/listing/539,2025-12-11 20:56:45,3居,东南,中高价,中等,中楼层
北京,优质3居室,14485,126.04967990907022,98.76506407428188,2,1,2,28,11,南北,浦东新区,False,中原地产,https://example.com/listing/540,2025-12-11 20:56:45,2居,南北,中高价,较大,高楼层
上海,优质2居室,3283,125.98562806375683,69.02534355314535,3,1,2,14,24,东北,浦东新区,True,个人,https://example.com/listing/541,2025-12-11 20:56:45,3居,东北,低价,中等,中楼层
上海,优质3居室,19043,107.60416552933748,34.712329708998276,4,2,2,8,31,北,朝阳区,True,中原地产,https://example.com/listing/542,2025-12-11 20:56:45,四居及以上,北,高价,小户型,低楼层
深圳,优质1居室,3733,50.36845552157786,62.63983264132273,3,2,2,9,13,东南,海淀区,True,个人,https://example.com/listing/543,2025-12-11 20:56:45,3居,东南,低价,中等,中楼层
北京,优质1居室,18230,232.33619852199908,30.76548520879088,4,2,2,25,26,东南,武侯区,False,中原地产,https://example.com/listing/544,2025-12-11 20:56:45,四居及以上,东南,高价,小户型,高楼层
成都,优质1居室,16472,291.71137494982133,147.4025744468228,4,2,1,19,6,东南,武侯区,False,个人,https://example.com/listing/545,2025-12-11 20:56:45,四居及以上,东南,高价,大户型,高楼层
成都,优质2居室,14889,106.07337082126126,145.88966517836968,4,2,2,3,18,南北,海淀区,False,中原地产,https://example.com/listing/546,2025-12-11 20:56:45,四居及以上,南北,中高价,大户型,低楼层
上海,优质3居室,5471,215.7617979508556,77.4186356966766,2,1,1,5,21,西,武侯区,True,我爱我家,https://example.com/listing/547,2025-12-11 20:56:45,2居,西,低价,中等,低楼层
北京,优质1居室,11028,235.47408173967878,117.40450252075752,3,2,1,21,5,西南,海淀区,True,中原地产,https://example.com/listing/548,2025-12-11 20:56:45,3居,西南,中低价,较大,高楼层
上海,优质3居室,10329,262.1063447726312,71.496731809251,3,2,1,26,13,西北,天府新区,True,我爱我家,https://example.com/listing/549,2025-12-11 20:56:45,3居,西北,中低价,中等,高楼层
广州,优质3居室,4097,155.6572992534023,110.53117885031713,1,2,1,18,24,南北,朝阳区,True,我爱我家,https://example.com/listing/550,2025-12-11 20:56:45,1居,南北,低价,较大,高楼层
上海,优质1居室,16082,125.7327264101073,126.6516051655175,1,1,1,1,25,东北,朝阳区,True,链家,https://example.com/listing/551,2025-12-11 20:56:45,1居,东北,高价,大户型,低楼层
上海,优质1居室,15930,131.32378350575777,143.6107493630689,1,2,1,8,23,西,朝阳区,True,我爱我家,https://example.com/listing/552,2025-12-11 20:56:45,1居,西,高价,大户型,中楼层
成都,优质3居室,12077,228.15533327462822,78.02547310196064,1,1,1,19,8,东,海淀区,True,麦田房产,https://example.com/listing/553,2025-12-11 20:56:45,1居,东,中高价,中等,高楼层
成都,优质1居室,8397,254.194866626409,123.99575795472572,3,1,2,17,32,北,海淀区,False,我爱我家,https://example.com/listing/554,2025-12-11 20:56:45,3居,北,中低价,大户型,中楼层
成都,优质1居室,4757,95.40349193915065,61.91141407585425,4,1,1,17,12,西南,南山区,False,中原地产,https://example.com/listing/555,2025-12-11 20:56:45,四居及以上,西南,低价,中等,高楼层
广州,优质1居室,19833,142.73525203944132,148.8398764552378,4,1,2,11,17,西,武侯区,True,我爱我家,https://example.com/listing/556,2025-12-11 20:56:45,四居及以上,西,高价,大户型,中楼层
成都,优质2居室,7017,275.4850491872875,33.092351851722135,2,1,1,2,8,东,武侯区,True,中原地产,https://example.com/listing/557,2025-12-11 20:56:45,2居,东,中低价,小户型,低楼层
北京,优质3居室,18370,251.67337992368482,102.42345678013452,4,2,1,6,13,西南,南山区,True,中原地产,https://example.com/listing/558,2025-12-11 20:56:45,四居及以上,西南,高价,较大,中楼层
深圳,优质3居室,9999,296.21460069061897,109.14071779815926,3,2,1,22,13,东,南山区,False,麦田房产,https://example.com/listing/559,2025-12-11 20:56:45,3居,东,中低价,较大,高楼层
北京,优质2居室,12195,238.56206492052019,112.56546684889545,3,1,1,14,26,南北,朝阳区,False,我爱我家,https://example.com/listing/560,2025-12-11 20:56:45,3居,南北,中高价,较大,中楼层
北京,优质3居室,4096,148.29880025698057,44.446509454690684,3,1,2,3,22,东,南山区,False,我爱我家,https://example.com/listing/561,2025-12-11 20:56:45,3居,东,低价,小户型,低楼层
成都,优质1居室,17433,197.65945849865943,142.62357401677565,2,1,2,12,16,西南,海淀区,False,个人,https://example.com/listing/562,2025-12-11 20:56:45,2居,西南,高价,大户型,高楼层
深圳,优质3居室,12595,215.25356356183008,51.74199348600993,1,2,2,4,14,东,浦东新区,True,个人,https://example.com/listing/563,2025-12-11 20:56:45,1居,东,中高价,小户型,低楼层
深圳,优质1居室,17941,69.61395407928099,104.73040838878093,4,2,1,12,15,东北,海淀区,True,链家,https://example.com/listing/564,2025-12-11 20:56:45,四居及以上,东北,高价,较大,高楼层
深圳,优质2居室,17078,186.12423977596626,56.721129494770196,3,1,1,13,11,西,南山区,True,中原地产,https://example.com/listing/565,2025-12-11 20:56:45,3居,西,高价,小户型,高楼层
广州,优质1居室,7105,227.3302071181524,66.8659700425525,3,2,1,2,13,西南,武侯区,True,麦田房产,https://example.com/listing/566,2025-12-11 20:56:45,3居,西南,中低价,中等,低楼层
成都,优质3居室,4839,91.8303260002651,95.57502500737492,1,2,2,2,10,东北,海淀区,False,个人,https://example.com/listing/567,2025-12-11 20:56:45,1居,东北,低价,较大,低楼层
深圳,优质3居室,5384,245.15792935638927,80.06321022774918,3,1,1,15,23,东,武侯区,True,我爱我家,https://example.com/listing/568,2025-12-11 20:56:45,3居,东,低价,中等,中楼层
广州,优质3居室,12851,195.94319512852792,49.227072117180754,4,1,2,23,20,东,海淀区,True,链家,https://example.com/listing/569,2025-12-11 20:56:45,四居及以上,东,中高价,小户型,高楼层
上海,优质2居室,12053,288.05544642439867,50.5123682905018,2,2,2,29,34,东南,武侯区,True,麦田房产,https://example.com/listing/570,2025-12-11 20:56:45,2居,东南,中高价,小户型,高楼层
上海,优质2居室,15493,60.605574551722924,80.17737457953595,3,2,1,17,19,西南,天府新区,False,我爱我家,https://example.com/listing/571,2025-12-11 20:56:45,3居,西南,中高价,中等,高楼层
广州,优质3居室,19069,116.33153438886674,120.87395739306008,4,2,1,7,11,南北,海淀区,True,我爱我家,https://example.com/listing/572,2025-12-11 20:56:45,四居及以上,南北,高价,大户型,中楼层
广州,优质1居室,16139,200.38846982495602,137.75575762173463,3,1,2,28,20,东,武侯区,False,中原地产,https://example.com/listing/573,2025-12-11 20:56:45,3居,东,高价,大户型,高楼层
成都,优质2居室,9531,124.13997805148267,40.09531947112594,1,1,2,14,9,北,浦东新区,True,中原地产,https://example.com/listing/574,2025-12-11 20:56:45,1居,北,中低价,小户型,高楼层
成都,优质3居室,6283,228.60604101781055,77.17246890712812,3,1,2,12,20,西北,朝阳区,True,个人,https://example.com/listing/575,2025-12-11 20:56:45,3居,西北,低价,中等,中楼层
上海,优质3居室,9736,239.75132063048275,42.029467646745196,3,2,1,17,5,南北,海淀区,True,个人,https://example.com/listing/576,2025-12-11 20:56:45,3居,南北,中低价,小户型,高楼层
深圳,优质2居室,9710,75.62899101661861,31.991097675911746,2,2,1,14,23,西,浦东新区,False,我爱我家,https://example.com/listing/577,2025-12-11 20:56:45,2居,西,中低价,小户型,中楼层
上海,优质2居室,3619,178.46361605169193,109.4062419172748,1,1,1,6,9,南,朝阳区,True,我爱我家,https://example.com/listing/578,2025-12-11 20:56:45,1居,南,低价,较大,中楼层
深圳,优质2居室,15975,177.22263889776397,102.29393303599053,1,2,1,19,11,北,海淀区,False,个人,https://example.com/listing/579,2025-12-11 20:56:45,1居,北,高价,较大,高楼层
深圳,优质1居室,14835,142.32019255388525,49.56229365778634,2,1,1,24,23,南,浦东新区,True,个人,https://example.com/listing/580,2025-12-11 20:56:45,2居,南,中高价,小户型,高楼层
成都,优质1居室,17261,283.231215642418,58.05753997116769,3,2,1,6,26,东,浦东新区,True,我爱我家,https://example.com/listing/581,2025-12-11 20:56:45,3居,东,高价,小户型,低楼层
北京,优质3居室,3431,256.8765799683053,32.84493043734221,4,1,2,27,9,西,天府新区,False,麦田房产,https://example.com/listing/582,2025-12-11 20:56:45,四居及以上,西,低价,小户型,高楼层
北京,优质2居室,11067,224.3023454774092,130.19366468332845,1,2,2,18,33,东北,浦东新区,True,我爱我家,https://example.com/listing/583,2025-12-11 20:56:45,1居,东北,中低价,大户型,中楼层
广州,优质1居室,6713,228.5816589337494,146.9628715258262,1,2,2,24,21,东,天府新区,True,麦田房产,https://example.com/listing/584,2025-12-11 20:56:45,1居,东,低价,大户型,高楼层
成都,优质2居室,11557,165.42903595327977,46.25514441536289,3,1,1,5,30,南,南山区,False,麦田房产,https://example.com/listing/585,2025-12-11 20:56:45,3居,南,中高价,小户型,低楼层
深圳,优质3居室,11435,280.248630274144,57.77702565183577,3,1,2,24,26,东,武侯区,True,我爱我家,https://example.com/listing/586,2025-12-11 20:56:45,3居,东,中高价,小户型,高楼层
北京,优质1居室,6998,223.64885681332134,134.2091428736321,1,1,1,24,34,西北,朝阳区,False,链家,https://example.com/listing/587,2025-12-11 20:56:45,1居,西北,中低价,大户型,高楼层
深圳,优质1居室,2162,232.24526541395412,141.1756557547422,3,1,1,6,12,东南,武侯区,True,个人,https://example.com/listing/588,2025-12-11 20:56:45,3居,东南,低价,大户型,中楼层
北京,优质1居室,3974,265.4227259468363,80.35528593681724,4,1,2,2,33,西北,武侯区,True,中原地产,https://example.com/listing/589,2025-12-11 20:56:45,四居及以上,西北,低价,中等,低楼层
北京,优质3居室,10461,118.51789733554774,36.074696672288894,1,2,1,8,33,西,天府新区,True,我爱我家,https://example.com/listing/590,2025-12-11 20:56:45,1居,西,中低价,小户型,低楼层
北京,优质2居室,19015,251.76772596667575,34.727020043138324,4,1,2,15,5,东北,武侯区,False,麦田房产,https://example.com/listing/591,2025-12-11 20:56:45,四居及以上,东北,高价,小户型,高楼层
成都,优质1居室,19289,98.810150739123,98.87398392828125,4,1,2,15,6,西北,浦东新区,True,我爱我家,https://example.com/listing/592,2025-12-11 20:56:45,四居及以上,西北,高价,较大,高楼层
上海,优质3居室,4014,136.33548806122195,77.14741306718147,3,1,1,11,34,西南,天府新区,False,个人,https://example.com/listing/593,2025-12-11 20:56:45,3居,西南,低价,中等,中楼层
深圳,优质2居室,11833,133.90261356746066,33.438291309318544,4,1,2,22,19,东北,武侯区,False,麦田房产,https://example.com/listing/594,2025-12-11 20:56:45,四居及以上,东北,中高价,小户型,高楼层
成都,优质3居室,9896,294.63136709728514,99.9902870775068,3,1,2,22,24,南,天府新区,True,中原地产,https://example.com/listing/595,2025-12-11 20:56:45,3居,南,中低价,较大,高楼层
成都,优质2居室,2204,264.1343059369817,31.356304390682695,2,2,2,24,32,西北,南山区,True,中原地产,https://example.com/listing/596,2025-12-11 20:56:45,2居,西北,低价,小户型,高楼层
成都,优质3居室,18965,225.29246539756494,124.48463497791276,3,1,2,1,22,东南,天府新区,True,中原地产,https://example.com/listing/597,2025-12-11 20:56:45,3居,东南,高价,大户型,低楼层
成都,优质2居室,11032,231.76419040384752,66.77193872440459,4,1,1,18,15,东北,海淀区,True,链家,https://example.com/listing/598,2025-12-11 20:56:45,四居及以上,东北,中低价,中等,高楼层
成都,优质1居室,7347,190.51819860064276,34.830960361107856,2,1,2,12,29,东,浦东新区,True,麦田房产,https://example.com/listing/599,2025-12-11 20:56:45,2居,东,中低价,小户型,中楼层
广州,优质2居室,4643,286.77266677712976,100.60226651797839,3,2,2,12,14,东南,朝阳区,False,麦田房产,https://example.com/listing/600,2025-12-11 20:56:45,3居,东南,低价,较大,高楼层
深圳,优质3居室,10017,174.06468822059037,77.72212973196656,4,2,2,25,28,东,海淀区,False,链家,https://example.com/listing/601,2025-12-11 20:56:45,四居及以上,东,中低价,中等,高楼层
成都,优质3居室,19258,145.12942746747365,146.85604960285792,1,1,1,11,28,西北,海淀区,False,麦田房产,https://example.com/listing/602,2025-12-11 20:56:45,1居,西北,高价,大户型,中楼层
深圳,优质2居室,7560,90.75883423289775,95.30383950044427,1,1,2,28,8,北,海淀区,False,链家,https://example.com/listing/603,2025-12-11 20:56:45,1居,北,中低价,较大,高楼层
广州,优质1居室,17892,246.55141306526448,63.02870172444099,3,2,1,8,9,北,武侯区,False,我爱我家,https://example.com/listing/604,2025-12-11 20:56:45,3居,北,高价,中等,高楼层
广州,优质1居室,16531,233.61098301889785,115.13266375607697,3,2,2,28,8,南,天府新区,True,个人,https://example.com/listing/605,2025-12-11 20:56:45,3居,南,高价,较大,高楼层
深圳,优质2居室,19073,146.08875963103372,62.57904030512536,1,2,2,7,17,东南,天府新区,False,中原地产,https://example.com/listing/606,2025-12-11 20:56:45,1居,东南,高价,中等,中楼层
北京,优质2居室,6000,56.29835348980734,138.50919496890782,4,1,2,23,29,东,武侯区,False,链家,https://example.com/listing/607,2025-12-11 20:56:45,四居及以上,东,低价,大户型,高楼层
上海,优质3居室,16289,259.74933192950266,74.96663646088517,4,1,1,21,17,南北,浦东新区,True,链家,https://example.com/listing/608,2025-12-11 20:56:45,四居及以上,南北,高价,中等,高楼层
北京,优质1居室,19055,52.85449586351841,95.98422753314463,4,2,1,2,22,东南,武侯区,False,链家,https://example.com/listing/609,2025-12-11 20:56:45,四居及以上,东南,高价,较大,低楼层
北京,优质2居室,9927,225.92494490726273,36.06877245890746,3,1,1,11,33,西南,武侯区,True,我爱我家,https://example.com/listing/610,2025-12-11 20:56:45,3居,西南,中低价,小户型,中楼层
北京,优质1居室,17562,292.56427743151426,81.1345485542677,2,2,1,22,31,南,武侯区,False,链家,https://example.com/listing/611,2025-12-11 20:56:45,2居,南,高价,中等,高楼层
成都,优质2居室,3171,159.41533203705086,129.8836247593194,2,2,1,10,28,东,浦东新区,False,个人,https://example.com/listing/612,2025-12-11 20:56:45,2居,东,低价,大户型,中楼层
广州,优质2居室,13918,108.74335124898819,126.67785664360103,2,2,1,3,6,北,浦东新区,False,个人,https://example.com/listing/613,2025-12-11 20:56:45,2居,北,中高价,大户型,中楼层
北京,优质1居室,11135,226.21775251084543,56.91822706242315,2,1,2,20,20,东北,南山区,True,中原地产,https://example.com/listing/614,2025-12-11 20:56:45,2居,东北,中低价,小户型,高楼层
广州,优质2居室,8342,254.28203550389628,57.12948852126752,2,2,1,29,5,西南,南山区,False,我爱我家,https://example.com/listing/615,2025-12-11 20:56:45,2居,西南,中低价,小户型,高楼层
深圳,优质2居室,19833,186.60757901946184,128.07663746558842,3,2,2,10,30,东,南山区,True,个人,https://example.com/listing/616,2025-12-11 20:56:45,3居,东,高价,大户型,中楼层
上海,优质3居室,13929,291.75881881403654,141.64781042031905,3,1,1,28,23,东,南山区,True,麦田房产,https://example.com/listing/617,2025-12-11 20:56:45,3居,东,中高价,大户型,高楼层
深圳,优质2居室,4539,62.917180414490275,41.44331055276042,2,2,1,27,13,西北,天府新区,False,麦田房产,https://example.com/listing/618,2025-12-11 20:56:45,2居,西北,低价,小户型,高楼层
深圳,优质2居室,5959,176.19889957613202,84.00703673114702,3,1,1,18,32,北,海淀区,True,麦田房产,https://example.com/listing/619,2025-12-11 20:56:45,3居,北,低价,中等,中楼层
成都,优质2居室,15183,229.61348683063753,70.49451347570748,3,2,2,14,7,东南,海淀区,False,链家,https://example.com/listing/620,2025-12-11 20:56:45,3居,东南,中高价,中等,高楼层
上海,优质3居室,7432,265.6601177872948,134.4826146548927,2,1,1,18,29,东北,南山区,True,链家,https://example.com/listing/621,2025-12-11 20:56:45,2居,东北,中低价,大户型,中楼层
深圳,优质1居室,3753,94.8139029769475,40.022989761602254,4,2,1,28,11,西北,南山区,True,麦田房产,https://example.com/listing/622,2025-12-11 20:56:45,四居及以上,西北,低价,小户型,高楼层
深圳,优质3居室,12123,250.00087044092035,55.335113106964485,3,2,2,24,33,东北,朝阳区,False,中原地产,https://example.com/listing/623,2025-12-11 20:56:45,3居,东北,中高价,小户型,高楼层
上海,优质3居室,18376,188.17676892963632,120.29620051037932,4,2,2,8,14,南,海淀区,True,中原地产,https://example.com/listing/624,2025-12-11 20:56:45,四居及以上,南,高价,大户型,中楼层
上海,优质1居室,8588,149.1384204974908,36.15526187774587,3,2,2,10,5,北,朝阳区,True,链家,https://example.com/listing/625,2025-12-11 20:56:45,3居,北,中低价,小户型,高楼层
深圳,优质3居室,8304,82.92875714477339,89.10424568571472,3,2,2,22,14,东,朝阳区,False,麦田房产,https://example.com/listing/626,2025-12-11 20:56:45,3居,东,中低价,中等,高楼层
上海,优质1居室,9345,266.3239397272281,83.0528441615664,2,1,1,13,25,南北,武侯区,True,中原地产,https://example.com/listing/627,2025-12-11 20:56:45,2居,南北,中低价,中等,中楼层
深圳,优质3居室,17352,89.31830204492883,70.12814147864984,3,1,2,21,13,西,天府新区,False,链家,https://example.com/listing/628,2025-12-11 20:56:45,3居,西,高价,中等,高楼层
深圳,优质1居室,2597,127.4469648022748,77.34867783827085,1,2,1,8,32,西,浦东新区,True,麦田房产,https://example.com/listing/629,2025-12-11 20:56:45,1居,西,低价,中等,低楼层
成都,优质2居室,4336,122.51138299060922,93.59287043162794,1,2,1,4,19,南北,海淀区,True,我爱我家,https://example.com/listing/630,2025-12-11 20:56:45,1居,南北,低价,较大,低楼层
北京,优质3居室,11879,267.85350854771355,49.36408300660597,2,2,2,27,19,西,南山区,True,麦田房产,https://example.com/listing/631,2025-12-11 20:56:45,2居,西,中高价,小户型,高楼层
深圳,优质3居室,2572,218.1757485522245,98.63950539403113,4,1,1,4,7,西北,南山区,True,麦田房产,https://example.com/listing/632,2025-12-11 20:56:45,四居及以上,西北,低价,较大,中楼层
广州,优质3居室,9521,249.17034929784307,126.65187951599836,4,1,2,5,29,南,浦东新区,True,个人,https://example.com/listing/633,2025-12-11 20:56:45,四居及以上,南,中低价,大户型,低楼层
北京,优质3居室,8171,112.61697469812475,121.21931157481909,4,2,1,1,9,西,海淀区,True,个人,https://example.com/listing/634,2025-12-11 20:56:45,四居及以上,西,中低价,大户型,低楼层
北京,优质2居室,15992,206.21852490174973,48.467988563252845,1,1,2,17,13,南,南山区,True,我爱我家,https://example.com/listing/635,2025-12-11 20:56:45,1居,南,高价,小户型,高楼层
北京,优质3居室,13861,192.93649578593718,47.90993636897687,4,2,2,2,30,东,南山区,True,我爱我家,https://example.com/listing/636,2025-12-11 20:56:45,四居及以上,东,中高价,小户型,低楼层
成都,优质2居室,14464,258.2075941970678,62.180924129389595,4,2,2,8,26,南,武侯区,True,麦田房产,https://example.com/listing/637,2025-12-11 20:56:45,四居及以上,南,中高价,中等,中楼层
深圳,优质2居室,3633,276.52176512031514,73.32896716092446,2,2,2,7,13,西北,朝阳区,True,中原地产,https://example.com/listing/638,2025-12-11 20:56:45,2居,西北,低价,中等,中楼层
成都,优质2居室,19901,53.0391928693467,79.01466976901791,4,1,2,15,27,南北,南山区,True,我爱我家,https://example.com/listing/639,2025-12-11 20:56:45,四居及以上,南北,高价,中等,中楼层
深圳,优质2居室,14485,218.50497976469816,111.56366602000143,1,2,2,26,11,南,天府新区,False,麦田房产,https://example.com/listing/640,2025-12-11 20:56:45,1居,南,中高价,较大,高楼层
成都,优质1居室,12849,62.958949779932254,36.80165185990025,1,2,1,25,28,东北,海淀区,False,链家,https://example.com/listing/641,2025-12-11 20:56:45,1居,东北,中高价,小户型,高楼层
成都,优质1居室,5648,187.21466626933898,34.160724507127966,1,2,1,5,27,东南,天府新区,False,个人,https://example.com/listing/642,2025-12-11 20:56:45,1居,东南,低价,小户型,低楼层
广州,优质3居室,17177,121.90818226091955,77.02926755326908,2,1,1,2,16,西,浦东新区,True,中原地产,https://example.com/listing/643,2025-12-11 20:56:45,2居,西,高价,中等,低楼层
成都,优质1居室,15140,126.6941498805353,113.65964305655766,2,1,2,7,29,南北,武侯区,False,麦田房产,https://example.com/listing/644,2025-12-11 20:56:45,2居,南北,中高价,较大,低楼层
上海,优质1居室,19921,138.23962586308915,53.21224115477791,3,1,1,8,31,西南,海淀区,False,链家,https://example.com/listing/645,2025-12-11 20:56:45,3居,西南,高价,小户型,低楼层
广州,优质3居室,16357,205.32311226240253,106.9805377507502,4,2,2,28,13,东,武侯区,False,个人,https://example.com/listing/646,2025-12-11 20:56:45,四居及以上,东,高价,较大,高楼层
成都,优质3居室,15368,133.5124914171923,61.17937655283593,2,1,1,7,10,东南,朝阳区,True,链家,https://example.com/listing/647,2025-12-11 20:56:45,2居,东南,中高价,中等,高楼层
北京,优质3居室,5137,233.1747626475701,136.33033305762194,1,2,1,7,27,东北,南山区,False,麦田房产,https://example.com/listing/648,2025-12-11 20:56:45,1居,东北,低价,大户型,低楼层
上海,优质1居室,2097,151.1318463934674,137.482793311994,1,1,2,28,6,北,海淀区,False,我爱我家,https://example.com/listing/649,2025-12-11 20:56:45,1居,北,低价,大户型,高楼层
上海,优质1居室,13407,67.08830007748966,65.67446451375918,2,2,1,14,13,西北,浦东新区,False,个人,https://example.com/listing/650,2025-12-11 20:56:45,2居,西北,中高价,中等,高楼层
上海,优质3居室,14722,245.9399606210268,57.59925047558886,2,1,1,21,32,东南,朝阳区,True,链家,https://example.com/listing/651,2025-12-11 20:56:45,2居,东南,中高价,小户型,中楼层
广州,优质2居室,14924,121.4395811481765,79.35647664794774,2,2,1,18,33,南北,朝阳区,True,我爱我家,https://example.com/listing/652,2025-12-11 20:56:45,2居,南北,中高价,中等,中楼层
成都,优质3居室,5750,158.19171989981567,58.86379022161785,3,1,2,6,21,南北,武侯区,True,中原地产,https://example.com/listing/653,2025-12-11 20:56:45,3居,南北,低价,小户型,低楼层
成都,优质2居室,10535,221.36097080547538,110.68606119500444,1,1,1,4,5,南北,朝阳区,True,麦田房产,https://example.com/listing/654,2025-12-11 20:56:45,1居,南北,中低价,较大,高楼层
北京,优质2居室,6666,133.114039287178,129.12776214579426,3,1,2,10,23,东,海淀区,False,麦田房产,https://example.com/listing/655,2025-12-11 20:56:45,3居,东,低价,大户型,中楼层
北京,优质3居室,18009,64.1464140366789,110.77105570934604,3,2,1,18,32,南,武侯区,True,个人,https://example.com/listing/656,2025-12-11 20:56:45,3居,南,高价,较大,中楼层
上海,优质3居室,18994,143.4802617532034,128.92205366992192,4,1,1,12,10,西,朝阳区,True,链家,https://example.com/listing/657,2025-12-11 20:56:45,四居及以上,西,高价,大户型,高楼层
北京,优质3居室,3727,286.11214567357587,77.63905946489689,1,1,1,16,9,北,浦东新区,True,中原地产,https://example.com/listing/658,2025-12-11 20:56:45,1居,北,低价,中等,高楼层
广州,优质1居室,3854,210.43359932463954,48.7580364850633,1,1,1,25,6,南北,天府新区,True,个人,https://example.com/listing/659,2025-12-11 20:56:45,1居,南北,低价,小户型,高楼层
成都,优质2居室,12800,217.86978716680173,118.55411368771105,2,1,2,7,13,西南,海淀区,True,个人,https://example.com/listing/660,2025-12-11 20:56:45,2居,西南,中高价,较大,中楼层
上海,优质1居室,7055,208.07053840940995,73.25694061698647,2,2,1,6,34,东,浦东新区,False,链家,https://example.com/listing/661,2025-12-11 20:56:45,2居,东,中低价,中等,低楼层
北京,优质1居室,12271,99.74803473985921,110.5524990274959,4,1,2,28,33,南北,浦东新区,True,中原地产,https://example.com/listing/662,2025-12-11 20:56:45,四居及以上,南北,中高价,较大,高楼层
